Transaction_ID,Transaction_Flag,Transaction_Date,Transaction_Type,Transaction_Amount,Bank_ID,CC_ID,Card_Type,Card_Holder,Channel_ID,Merchant_ID,Country_ID,City_ID,EDC_Type,EDC_Location,EDC_Owner,Average_Transaction_Amount,Maximum_Transaction_Amount,Minimum_Transaction_Amount,Average_Transaction_Frequency,Fraud_Status
TX10826,FALSE,2018-10-18 12:01:02,T15,500000,1,CCID2896,CC11,2,1,M0001,CTY06,CTY06-181,EDC2183,LEDC1475,OEDC0377,1445115.64,10000000,25000,2,0
TX10828,FALSE,2018-10-18 14:11:14,T02,865000,1,CCID2000,CC09,2,2,M0707,CTY06,CTY06-023,EDC4277,LEDC4509,OEDC0491,1198151.9,10000000,50000,1.61,0
TX10829,FALSE,2018-10-18 14:18:20,T15,1250000,1,CCID1397,CC11,2,1,M0001,CTY06,CTY06-129,EDC1232,LEDC0338,OEDC0377,1286198.55,10000000,38250,1.95,0
TX10831,FALSE,2018-10-18 14:34:55,T14,300000,1,CCID0282,CC10,2,1,M0001,CTY06,CTY06-023,EDC3001,LEDC2177,OEDC0377,827320.23,5000000,50000,1.7,0
TX10832,FALSE,2018-10-18 14:39:39,T15,1250000,1,CCID3728,CC11,2,1,M0001,CTY06,CTY06-181,EDC2223,LEDC1536,OEDC0377,1456842.11,10000000,14418,4.48,0
TX10834,FALSE,2018-10-18 14:53:51,T01,100000,1,CCID3775,CC00,2,1,M0001,CTY06,CTY06-023,EDC1910,LEDC1232,OEDC0377,740672.84,56161050,11000,2.34,0
TX10835,FALSE,2018-10-18 15:45:56,T01,2500000,1,CCID6177,CC08,2,1,M0001,CTY06,CTY06-059,EDC2260,LEDC1498,OEDC0377,7092883.17,40000000,533000,6.91,0
TX10836,FALSE,2018-10-18 15:53:02,T01,250000,1,CCID4082,CC09,2,1,M0001,CTY06,CTY06-023,EDC4681,LEDC2990,OEDC0377,1030743,20625000,51500,2.52,0
TX10837,FALSE,2018-10-18 15:53:02,T01,300000,1,CCID4782,CC11,2,1,M0001,CTY06,CTY06-023,EDC4860,LEDC3175,OEDC0377,317229.14,2000000,33000,1.53,0
TX10839,FALSE,2018-10-18 16:21:27,T08,30000000,1,CCID6202,CC08,2,1,M0001,CTY06,CTY06-181,EDC3077,LEDC2231,OEDC0377,1742646.29,32000000,70000,3.16,0
TX10840,FALSE,2018-10-18 16:21:27,T01,750000,1,CCID6999,CC09,2,1,M0001,CTY06,CTY06-023,EDC4701,LEDC3115,OEDC0377,509022.22,1800000,48900,1.21,0
TX10841,FALSE,2018-10-18 16:21:27,T15,2500000,1,CCID4865,CC04,2,1,M0001,CTY06,CTY06-023,EDC4713,LEDC3137,OEDC0377,2202683.62,25000000,75000,1.56,0
TX10843,FALSE,2018-10-18 18:52:57,T01,400000,1,CCID3877,CC00,2,1,M0001,CTY06,CTY06-023,EDC1373,LEDC0629,OEDC0377,964140.73,15000000,28,3.13,0
TX10845,FALSE,2018-10-18 19:00:04,T01,2000000,1,CCID1657,CC00,2,1,M0001,CTY06,CTY06-133,EDC1803,LEDC1133,OEDC0377,769760.99,4000000,17000,2.54,0
TX10846,FALSE,2018-10-18 19:28:28,T08,150000,1,CCID4962,CC10,2,1,M0001,CTY06,CTY06-023,EDC0263,LEDC0197,OEDC0377,207323.53,1200000,50000,5.05,0
TX10847,FALSE,2018-10-18 19:40:18,T02,201000,1,CCID8752,CC00,2,2,M0109,CTY06,CTY06-023,EDC3580,LEDC4676,OEDC1413,850941.26,4400000,44517,2.38,0
TX10848,FALSE,2018-10-18 19:40:18,T02,100000,1,CCID7146,CC10,2,2,M0307,CTY06,CTY06-029,EDC3685,LEDC4622,OEDC1435,4319843.94,20000000,300000,2.27,0
TX10849,FALSE,2018-10-18 20:01:37,T02,83598,1,CCID0013,CC00,2,2,M1122,CTY06,CTY06-023,EDC3276,LEDC4909,OEDC0586,956251.9,25000000,35530,1.56,0
TX10850,FALSE,2018-10-18 22:07:05,T15,500000,1,CCID0922,CC01,2,1,M0001,CTY06,CTY06-110,EDC3086,LEDC2270,OEDC0377,1067653.45,8750000,37700,1.57,0
TX10853,FALSE,2018-10-18 22:30:46,T01,550000,1,CCID7842,CC09,2,1,M0001,CTY06,CTY06-051,EDC1129,LEDC0377,OEDC0377,708571.43,2500000,50000,1.39,0
TX10854,FALSE,2018-10-18 23:08:38,T15,1250000,1,CCID7273,CC11,2,1,M0001,CTY06,CTY06-181,EDC2928,LEDC2087,OEDC0377,793385.2,4383000,51000,1.53,0
TX10855,FALSE,2018-10-18 23:08:38,T01,1250000,1,CCID1185,CC11,2,1,M0001,CTY06,CTY06-181,EDC0281,LEDC1297,OEDC0377,1935735.89,20000000,50000,3.7,0
TX10856,FALSE,2018-10-18 23:08:38,T01,1250000,1,CCID4571,CC11,2,1,M0001,CTY06,CTY06-181,EDC2439,LEDC1682,OEDC0377,1089757.82,10000000,61000,2.55,0
TX10857,FALSE,2018-10-18 23:34:41,T08,6000000,1,CCID5450,CC08,2,1,M0001,CTY06,CTY06-023,EDC0444,LEDC3678,OEDC0377,4906702.85,75000000,100000,2.91,0
TX10859,FALSE,2018-10-18 23:44:09,T01,50000,1,CCID4788,CC09,2,1,M0001,CTY06,CTY06-023,EDC5065,LEDC5492,OEDC0377,404520.69,2000000,36700,1.22,0
TX10861,FALSE,2018-10-19 02:01:27,T08,1500000,1,CCID7042,CC08,2,1,M0001,CTY06,CTY06-023,EDC0523,LEDC3168,OEDC0377,771791.83,5800000,25000,1.79,0
TX10862,FALSE,2018-10-19 03:03:01,T04,100000,1,CCID1071,CC11,2,1,M0001,CTY06,CTY06-181,EDC1855,LEDC1146,OEDC0377,2386899.68,10000000,33000,2.2,0
TX10863,FALSE,2018-10-19 03:19:35,T15,100000,1,CCID8521,CC11,2,1,M0001,CTY06,CTY06-110,EDC0655,LEDC3365,OEDC0377,791873,10000000,30000,1.74,0
TX10865,FALSE,2018-10-19 03:21:57,T02,281418,1,CCID6187,CC11,2,2,M0549,CTY06,CTY06-023,EDC1090,LEDC5157,OEDC0753,1021160.6,6000000,200000,2.17,0
TX10866,FALSE,2018-10-19 03:21:57,T02,273000,1,CCID3205,CC00,2,2,M1119,CTY06,CTY06-072,EDC3329,LEDC4886,OEDC0731,645719.54,5000000,50000,1.52,0
TX10867,FALSE,2018-10-19 03:59:50,T15,800000,1,CCID4234,CC11,2,1,M0001,CTY06,CTY06-023,EDC0438,LEDC2831,OEDC0377,1278782.59,14130000,50000,3.23,0
TX10868,FALSE,2018-10-19 05:58:12,T15,200000,1,CCID7189,CC11,2,1,M0001,CTY06,CTY06-023,EDC5318,LEDC5324,OEDC0377,536108.7,2800000,49300,2,0
TX10869,FALSE,2018-10-19 06:14:46,T01,1500000,1,CCID4145,CC11,2,1,M0001,CTY06,CTY06-023,EDC0280,LEDC1657,OEDC0377,1691944.17,24000000,119900,3.16,0
TX10870,FALSE,2018-10-19 06:17:08,T15,1250000,1,CCID7524,CC00,2,1,M0001,CTY06,CTY06-112,EDC0954,LEDC0217,OEDC0377,408362.31,1250000,43600,1.1,0
TX10871,FALSE,2018-10-19 06:17:08,T01,1000000,1,CCID7712,CC08,2,1,M0001,CTY06,CTY06-023,EDC0520,LEDC3018,OEDC0377,1534142.01,11869000,100000,2.75,0
TX10872,FALSE,2018-10-19 06:38:27,T08,1000000,1,CCID7482,CC10,2,1,M0001,CTY06,CTY06-133,EDC4387,LEDC5685,OEDC0377,456000,2600000,20500,1.79,0
TX10873,FALSE,2018-10-19 07:02:07,T01,1000000,1,CCID6281,CC08,2,1,M0001,CTY06,CTY06-023,EDC3403,LEDC2393,OEDC0377,780391.38,1500000,200000,1.42,0
TX10874,FALSE,2018-10-19 07:06:51,T01,100000,1,CCID6989,CC04,2,1,M0001,CTY06,CTY06-023,EDC1310,LEDC0543,OEDC0377,399993.75,2000000,73600,1.89,0
TX10875,FALSE,2018-10-19 07:06:51,T01,350000,1,CCID4584,CC10,2,1,M0001,CTY06,CTY06-133,EDC1115,LEDC0380,OEDC0377,248724.68,1000000,56601,1.13,0
TX10878,FALSE,2018-10-19 07:58:56,T01,1250000,1,CCID3399,CC11,2,1,M0001,CTY06,CTY06-023,EDC1351,LEDC0616,OEDC0377,1286198.55,9160000,124000,3.33,0
TX10880,FALSE,2018-10-19 08:10:46,T02,100800,1,CCID4545,CC11,2,2,M0113,CTY06,CTY06-186,EDC3619,LEDC4658,OEDC0237,719703.88,2500000,80000,1.78,0
TX10881,FALSE,2018-10-19 08:10:46,T02,62000,1,CCID3684,CC10,2,2,M0662,CTY06,CTY06-181,EDC4793,LEDC4391,OEDC0430,322916.57,500000,25000,1.27,0
TX10882,FALSE,2018-10-19 08:10:46,T02,418200,1,CCID3246,CC11,2,2,M0559,CTY06,CTY06-023,EDC2689,LEDC4866,OEDC0356,1332122.87,15000000,25000,3,0
TX10883,FALSE,2018-10-19 10:06:47,T15,1000000,1,CCID5699,CC08,2,1,M0001,CTY06,CTY06-129,EDC2085,LEDC1424,OEDC0377,1570651.56,10000000,25000,2.53,0
TX10884,FALSE,2018-10-19 10:06:47,T15,1500000,1,CCID1822,CC08,2,1,M0001,CTY06,CTY06-129,EDC1788,LEDC1135,OEDC0377,588661.76,9700000,15000,1.59,0
TX10885,FALSE,2018-10-19 10:06:47,T15,500000,1,CCID0383,CC08,2,1,M0001,CTY06,CTY06-133,EDC2417,LEDC1676,OEDC0377,1465097.92,25000000,20400,3.3,0
TX10886,FALSE,2018-10-19 10:25:43,T02,210000,1,CCID1996,CC12,2,2,M0066,CTY06,CTY06-133,EDC3191,LEDC4290,OEDC0735,89009.91,750000,22700,3.98,0
TX10887,FALSE,2018-10-19 10:25:43,T02,115000,1,CCID0942,CC11,2,2,M0635,CTY06,CTY06-133,EDC3362,LEDC4221,OEDC1244,663513.63,8000000,30000,2.04,0
TX10888,FALSE,2018-10-19 10:37:33,T12,26500,1,CCID6712,CC11,2,2,M0534,CTY06,CTY06-023,EDC5228,LEDC4407,OEDC0819,1731269.42,20000000,17400,2.91,0
TX10890,FALSE,2018-10-19 11:17:48,T02,89500,1,CCID8363,CC09,2,2,M0406,CTY06,CTY06-005,EDC4475,LEDC4470,OEDC0267,110881.44,300000,10000,3,0
TX10891,FALSE,2018-10-19 11:17:48,T02,218000,1,CCID6362,CC10,2,2,M0906,CTY06,CTY06-171,EDC3240,LEDC4318,OEDC0326,292538.38,2500000,25000,1.89,0
TX10893,FALSE,2018-10-19 11:24:54,T08,17850000,1,CCID0506,CC08,2,1,M0001,CTY06,CTY06-181,EDC4180,LEDC2893,OEDC0377,1946677.63,30000000,100000,3.05,0
TX10894,FALSE,2018-10-19 11:24:54,T14,750000,1,CCID2329,CC00,2,1,M0001,CTY06,CTY06-181,EDC4718,LEDC3116,OEDC0377,1218612,10000000,150810,1.76,0
TX10895,FALSE,2018-10-19 11:24:54,T08,2376000,1,CCID6136,CC08,2,1,M0001,CTY06,CTY06-181,EDC3438,LEDC2498,OEDC0377,2376125.01,75000000,100000,2.33,0
TX10896,FALSE,2018-10-19 11:24:54,T08,7000000,1,CCID6442,CC05,2,1,M0001,CTY06,CTY06-176,EDC3136,LEDC2125,OEDC0377,19635989.95,100000000,41804,3.32,0
TX10897,FALSE,2018-10-19 11:32:00,T01,2500000,1,CCID7974,CC08,2,1,M0001,CTY06,CTY06-004,EDC0392,LEDC2362,OEDC0377,1165401.27,20200000,21800,3.02,0
TX10898,FALSE,2018-10-19 11:32:00,T15,2500000,1,CCID3335,CC00,2,1,M0001,CTY06,CTY06-023,EDC0423,LEDC2584,OEDC0377,6445000,29000000,150000,1.83,0
TX10899,FALSE,2018-10-19 11:41:28,T04,26500,1,CCID0156,CC10,2,1,M0001,CTY06,CTY06-023,EDC2589,LEDC1873,OEDC0377,520954.56,2500000,25000,1.8,0
TX10900,FALSE,2018-10-19 11:46:12,T06,300000,1,CCID5858,CC10,1,5,M0001,CTY06,CTY06-129,EDC0002,LEDC0936,OEDC1498,433296.7,5000000,50000,1.56,0
TX10901,FALSE,2018-10-19 11:46:12,T06,300000,1,CCID7762,CC11,1,5,M0001,CTY06,CTY06-023,EDC0002,LEDC1397,OEDC1636,245127.75,1250000,10000,1.52,1
TX10902,FALSE,2018-10-19 11:48:34,T02,290000,1,CCID7074,CC11,2,2,M0405,CTY06,CTY06-023,EDC2509,LEDC4102,OEDC0598,1157710.07,10000000,20000,2.57,0
TX10903,FALSE,2018-10-19 14:10:37,T15,1000000,1,CCID0164,CC00,2,1,M0001,CTY06,CTY06-090,EDC1358,LEDC0588,OEDC0377,1045517.24,6909000,10000,1.94,0
TX10905,FALSE,2018-10-19 14:24:49,T01,1000000,1,CCID4440,CC11,2,1,M0001,CTY06,CTY06-023,EDC4744,LEDC3169,OEDC0377,868135.83,2500000,70000,1.46,0
TX10906,FALSE,2018-10-19 14:31:56,T15,500000,1,CCID2143,CC11,2,1,M0001,CTY06,CTY06-133,EDC1339,LEDC0555,OEDC0377,426022.2,1688000,20500,1.76,0
TX10908,FALSE,2018-10-19 15:14:32,T01,700000,1,CCID8466,CC08,2,1,M0001,CTY06,CTY06-125,EDC1240,LEDC0475,OEDC0377,2813236.62,66016393,26500,3.25,0
TX10909,FALSE,2018-10-19 15:42:57,T08,1000063,1,CCID0822,CC09,2,1,M0001,CTY06,CTY06-023,EDC1462,LEDC0760,OEDC0377,1128877.73,15000000,50000,4.93,0
TX10910,FALSE,2018-10-19 15:45:19,T14,2600000,1,CCID3137,CC11,2,1,M0001,CTY06,CTY06-181,EDC4276,LEDC2995,OEDC0377,1216653.33,2000000,300000,1.91,0
TX10912,FALSE,2018-10-19 15:45:19,T08,516500,1,CCID8516,CC11,2,1,M0001,CTY06,CTY06-181,EDC1909,LEDC1242,OEDC0377,1103847.97,12272000,50000,1.6,0
TX10913,FALSE,2018-10-19 15:45:19,T14,8700000,1,CCID8489,CC11,2,1,M0001,CTY06,CTY06-181,EDC1860,LEDC1219,OEDC0377,1452780.19,9550000,26500,2.36,0
TX10914,FALSE,2018-10-19 15:54:47,T01,2000000,1,CCID2473,CC11,2,1,M0001,CTY06,CTY06-129,EDC0695,LEDC3410,OEDC0377,2870333.45,7328969,100000,2.39,0
TX10915,FALSE,2018-10-19 15:54:47,T15,1250000,1,CCID7725,CC11,2,1,M0001,CTY06,CTY06-133,EDC0890,LEDC3589,OEDC0377,1072474,5000000,50000,2,0
TX10918,FALSE,2018-10-19 18:19:12,T15,500000,1,CCID6769,CC00,2,1,M0001,CTY06,CTY06-205,EDC0772,LEDC3451,OEDC0377,931744.64,5500000,100000,2.25,0
TX10919,FALSE,2018-10-19 18:38:08,T06,500000,1,CCID5117,CC11,1,5,M0001,CTY06,CTY06-004,EDC0002,LEDC5188,OEDC0998,1276637.65,10000000,50000,2.82,0
TX10921,FALSE,2018-10-19 18:57:05,T02,27050,1,CCID6549,CC10,2,2,M0084,CTY06,CTY06-084,EDC4785,LEDC4961,OEDC0844,300798.33,1650000,25000,1.44,0
TX10922,FALSE,2018-10-19 18:57:05,T02,57400,1,CCID3222,CC11,2,2,M0694,CTY06,CTY06-023,EDC5054,LEDC4516,OEDC0925,3121949.68,10000000,50000,2.83,0
TX10923,FALSE,2018-10-19 19:18:23,T08,100000,1,CCID6936,CC10,2,1,M0001,CTY06,CTY06-023,EDC5157,LEDC3231,OEDC0377,272580.91,1400000,25000,1.8,0
TX10924,FALSE,2018-10-19 19:20:45,T01,700000,1,CCID3154,CC11,2,1,M0001,CTY06,CTY06-005,EDC1915,LEDC1350,OEDC0377,889532.8,25000000,10000,5.42,0
TX10925,FALSE,2018-10-19 19:20:45,T15,500000,1,CCID3625,CC11,2,1,M0001,CTY06,CTY06-110,EDC2479,LEDC1789,OEDC0377,2742280.19,31200000,100000,3.08,0
TX10926,FALSE,2018-10-19 19:51:32,T02,58000,1,CCID5209,CC00,2,2,M0063,CTY06,CTY06-023,EDC3476,LEDC4330,OEDC0180,646160.13,5000000,34979,1.72,0
TX10927,FALSE,2018-10-19 19:56:16,T15,200000,1,CCID5596,CC08,2,1,M0001,CTY06,CTY06-133,EDC3976,LEDC5543,OEDC0377,479438.1,1500000,100000,1.36,0
TX10928,FALSE,2018-10-19 20:08:06,T06,1200000,1,CCID2217,CC08,1,5,M0001,CTY06,CTY06-023,EDC0002,LEDC0067,OEDC0060,1826176.18,25000000,38100,10.59,0
TX10929,FALSE,2018-10-19 21:52:16,T02,100000,1,CCID8767,CC11,2,2,M0088,CTY06,CTY06-023,EDC3271,LEDC4188,OEDC1419,232891.27,1250000,25000,1.88,0
TX10930,FALSE,2018-10-19 21:59:22,T01,300000,1,CCID2015,CC11,2,1,M0001,CTY06,CTY06-173,EDC1455,LEDC0721,OEDC0377,1006666.86,22400000,20000,4.29,0
TX10931,FALSE,2018-10-19 22:27:46,T02,300000,1,CCID7056,CC08,2,2,M0254,CTY06,CTY06-140,EDC2693,LEDC4088,OEDC1599,479438.1,2000000,31900,1.25,0
TX10933,FALSE,2018-10-19 22:27:46,T02,690000,1,CCID5147,CC13,2,2,M0970,CTY06,CTY06-023,EDC2122,LEDC4141,OEDC1365,1279371.68,16000000,50000,1.35,1
TX10934,FALSE,2018-10-19 22:41:59,T01,600000,1,CCID7512,CC08,2,1,M0001,CTY06,CTY06-067,EDC4097,LEDC2782,OEDC0377,2882339.4,22500000,25100,3.29,0
TX10936,FALSE,2018-10-19 23:15:07,T13,100000,1,CCID4974,CC00,2,1,M0001,CTY06,CTY06-110,EDC1493,LEDC3757,OEDC0377,598430,2000000,25000,1.5,0
TX10937,FALSE,2018-10-19 23:15:07,T13,50000,1,CCID4849,CC10,2,1,M0001,CTY06,CTY06-023,EDC2869,LEDC3886,OEDC0377,579385.18,5000000,25000,1.73,0
TX10938,FALSE,2018-10-19 23:19:51,T01,500000,1,CCID7921,CC11,2,1,M0001,CTY06,CTY06-023,EDC4140,LEDC2862,OEDC0377,494765.44,1500000,26500,1.36,0
TX10939,FALSE,2018-10-20 00:00:06,T15,1500000,1,CCID4343,CC10,2,1,M0001,CTY06,CTY06-023,EDC0574,LEDC3024,OEDC0377,1797229.09,3105000,265000,1.9,0
TX10940,FALSE,2018-10-20 02:12:41,T03,543475,1,CCID5381,CC09,2,1,M0001,CTY06,CTY06-080,EDC2104,LEDC1319,OEDC0377,551989.71,1900000,50000,1.5,0
TX10943,FALSE,2018-10-20 03:00:02,T01,200000,1,CCID0520,CC10,2,1,M0001,CTY06,CTY06-023,EDC0357,LEDC0245,OEDC0377,422741.94,2000000,50000,1.55,0
TX10944,FALSE,2018-10-20 03:00:02,T15,200000,1,CCID6493,CC11,2,1,M0001,CTY06,CTY06-133,EDC0252,LEDC0253,OEDC0377,1011043.79,9000000,42000,2.11,0
TX10945,FALSE,2018-10-20 03:00:02,T15,100000,1,CCID0231,CC11,2,1,M0001,CTY06,CTY06-023,EDC0328,LEDC0245,OEDC0377,606884.75,4900000,20500,3.26,0
TX10947,FALSE,2018-10-20 03:26:04,T15,350000,1,CCID3983,CC11,2,1,M0001,CTY06,CTY06-151,EDC3561,LEDC2388,OEDC0377,784863.07,3000000,20000,3,0
TX10948,FALSE,2018-10-20 03:30:48,T02,268700,1,CCID1521,CC11,2,2,M0342,CTY06,CTY06-023,EDC3460,LEDC4204,OEDC0403,864843.7,8000000,26400,1.68,0
TX10950,FALSE,2018-10-20 03:37:54,T15,500000,1,CCID4892,CC00,2,1,M0001,CTY06,CTY06-023,EDC1077,LEDC0331,OEDC0377,252575,1000000,25000,1.58,0
TX10952,FALSE,2018-10-20 05:50:29,T15,300000,1,CCID3748,CC10,2,1,M0001,CTY06,CTY06-023,EDC0173,LEDC1017,OEDC0377,189880.64,1000000,25000,1.32,0
TX10953,FALSE,2018-10-20 05:50:29,T15,200000,1,CCID1548,CC11,2,1,M0001,CTY06,CTY06-023,EDC0145,LEDC1301,OEDC0377,634416.03,5000000,10000,2.34,0
TX10954,FALSE,2018-10-20 06:49:40,T08,5000000,1,CCID6658,CC05,2,1,M0001,CTY06,CTY06-171,EDC1345,LEDC0613,OEDC0377,3299588.15,15000000,200000,2.83,0
TX10955,FALSE,2018-10-20 07:22:48,T15,1000000,1,CCID2046,CC11,2,1,M0001,CTY06,CTY06-133,EDC0048,LEDC1932,OEDC0377,908774.95,2500000,28000,2.05,0
TX10957,FALSE,2018-10-20 07:37:01,T12,35900,1,CCID5461,CC08,2,2,M0004,CTY06,CTY06-029,EDC4757,LEDC4988,OEDC0761,1597288.93,9785500,21900,2.9,0
TX10958,FALSE,2018-10-20 07:37:01,T01,1000000,1,CCID3043,CC12,2,1,M0001,CTY06,CTY06-005,EDC1159,LEDC0406,OEDC0377,500000,2300000,25000,1.89,0
TX10959,FALSE,2018-10-20 07:37:01,T12,60000,1,CCID7163,CC11,2,2,M0304,CTY06,CTY06-023,EDC4868,LEDC4397,OEDC0843,1772840.91,11600000,50000,3.08,0
TX10960,FALSE,2018-10-20 07:37:01,T12,38900,1,CCID8782,CC11,2,2,M1025,CTY06,CTY06-023,EDC4462,LEDC4978,OEDC0264,893312.61,2500000,100000,1.42,0
TX10961,FALSE,2018-10-20 07:37:01,T12,50000,1,CCID6357,CC09,2,2,M1111,CTY06,CTY06-023,EDC4856,LEDC5021,OEDC0287,306673.57,2500000,30500,1.45,0
TX10962,FALSE,2018-10-20 07:53:35,T01,1250000,1,CCID7379,CC11,2,1,M0001,CTY06,CTY06-023,EDC4581,LEDC2891,OEDC0377,502750,1250000,100000,1.58,0
TX10963,FALSE,2018-10-20 07:58:19,T15,100000,1,CCID1554,CC11,2,1,M0001,CTY06,CTY06-005,EDC2804,LEDC2012,OEDC0377,288604.65,4500000,21600,1.65,0
TX10964,FALSE,2018-10-20 07:58:19,T15,100000,1,CCID8251,CC11,2,1,M0001,CTY06,CTY06-023,EDC2622,LEDC1875,OEDC0377,908845.34,11000000,23000,2.59,0
TX10965,FALSE,2018-10-20 09:44:51,T06,500000,1,CCID7479,CC11,1,5,M0001,CTY06,CTY06-133,EDC0002,LEDC3965,OEDC0883,996222.22,1250000,200000,3,0
TX10966,FALSE,2018-10-20 09:59:03,T02,299900,1,CCID3532,CC11,2,2,M0563,CTY06,CTY06-048,EDC2833,LEDC4827,OEDC1526,718186.35,2800000,26500,1.74,0
TX10968,FALSE,2018-10-20 09:59:03,T02,550000,1,CCID0632,CC09,2,2,M0789,CTY06,CTY06-133,EDC0906,LEDC5072,OEDC1587,343612.83,5000000,30500,1.93,0
TX10969,FALSE,2018-10-20 09:59:03,T02,69600,1,CCID2708,CC04,2,2,M0547,CTY06,CTY06-133,EDC3336,LEDC4884,OEDC1397,656741.43,5000000,50000,1.7,0
TX10970,FALSE,2018-10-20 10:10:54,T02,950000,1,CCID3091,CC00,2,2,M0363,CTY06,CTY06-181,EDC3616,LEDC4676,OEDC1322,1859300,17500000,50000,1.6,0
TX10971,FALSE,2018-10-20 10:10:54,T02,235000,1,CCID8727,CC11,2,2,M1116,CTY06,CTY06-202,EDC4467,LEDC4605,OEDC1350,2038742,12500000,106300,1.48,0
TX10972,FALSE,2018-10-20 10:39:18,T15,1000000,1,CCID4149,CC11,2,1,M0001,CTY06,CTY06-186,EDC1662,LEDC0686,OEDC0377,1103847.97,6400000,100000,3.22,0
TX10973,FALSE,2018-10-20 10:53:30,T15,1250000,1,CCID1808,CC00,2,1,M0001,CTY06,CTY06-181,EDC3404,LEDC2534,OEDC0377,568563.39,2000000,100000,1.33,0
TX10974,FALSE,2018-10-20 10:53:30,T15,1250000,1,CCID4386,CC09,2,1,M0001,CTY06,CTY06-186,EDC3440,LEDC2434,OEDC0377,1130000,15000000,45000,1.84,0
TX10975,FALSE,2018-10-20 11:17:11,T01,850000,1,CCID5173,CC09,2,1,M0001,CTY06,CTY06-186,EDC2899,LEDC2063,OEDC0377,943750,5000000,30500,2.32,0
TX10977,FALSE,2018-10-20 13:36:51,T02,202374,1,CCID6399,CC00,2,2,M0749,CTY06,CTY06-112,EDC4878,LEDC4411,OEDC1560,591410.52,2000000,50000,1.67,0
TX10978,FALSE,2018-10-20 13:36:51,T02,130515,1,CCID2300,CC00,2,2,M0767,CTY06,CTY06-031,EDC4513,LEDC4450,OEDC1632,256292.66,2000000,50000,1.52,0
TX10979,FALSE,2018-10-20 13:36:51,T02,125000,1,CCID7230,CC11,2,2,M0867,CTY06,CTY06-023,EDC4714,LEDC4494,OEDC1517,403739.05,2500000,50000,1.39,0
TX10980,FALSE,2018-10-20 13:46:20,T01,200000,1,CCID3117,CC01,2,1,M0001,CTY06,CTY06-023,EDC3397,LEDC2393,OEDC0377,1174924.24,8750000,50000,1.35,0
TX10981,FALSE,2018-10-20 13:46:20,T02,200000,1,CCID4155,CC09,2,2,M0256,CTY06,CTY06-023,EDC3458,LEDC4260,OEDC0419,629912.5,5000000,21700,3.26,0
TX10982,FALSE,2018-10-20 13:46:20,T08,400000,1,CCID4344,CC10,2,1,M0001,CTY06,CTY06-151,EDC3594,LEDC2667,OEDC0377,1134349.16,10000000,20000,2.22,0
TX10984,FALSE,2018-10-20 14:07:38,T15,1000000,1,CCID3449,CC11,2,1,M0001,CTY06,CTY06-090,EDC0716,LEDC3403,OEDC0377,908774.95,3300000,49000,2.86,0
TX10986,FALSE,2018-10-20 14:07:38,T02,888801,1,CCID4333,CC00,2,2,M0714,CTY06,CTY06-151,EDC3187,LEDC4273,OEDC0703,1128987.64,2500000,177000,2.2,0
TX10987,FALSE,2018-10-20 14:28:56,T02,119000,1,CCID4101,CC09,2,2,M0808,CTY06,CTY06-023,EDC4213,LEDC4446,OEDC0320,968780.17,7522000,21000,2,0
TX10988,FALSE,2018-10-20 14:33:41,T02,574000,1,CCID4252,CC10,2,2,M0168,CTY06,CTY06-023,EDC4548,LEDC4601,OEDC1183,239968.46,500000,49000,1.78,0
TX10989,FALSE,2018-10-20 15:06:49,T06,2000000,1,CCID6790,CC08,1,5,M0001,CTY06,CTY06-164,EDC0002,LEDC0011,OEDC0378,2483053.6,41800000,51500,3.41,1
TX10990,FALSE,2018-10-20 17:31:14,T06,1000000,1,CCID7589,CC08,1,5,M0001,CTY06,CTY06-171,EDC0002,LEDC0396,OEDC0461,952053.52,5000000,100000,1.69,1
TX10991,FALSE,2018-10-20 17:38:20,T02,72200,1,CCID2284,CC11,2,2,M0991,CTY06,CTY06-181,EDC2781,LEDC4845,OEDC1003,1228742.87,25000000,21700,2.2,0
TX10992,FALSE,2018-10-20 17:38:20,T02,124000,1,CCID4223,CC11,2,2,M0093,CTY06,CTY06-023,EDC2308,LEDC4050,OEDC0984,1452780.19,17860800,20000,5.32,0
TX10993,FALSE,2018-10-20 17:54:54,T02,297629,1,CCID1959,CC00,2,2,M0649,CTY06,CTY06-023,EDC2185,LEDC5099,OEDC0499,850941.26,6500000,26500,1.98,0
TX10994,FALSE,2018-10-20 18:04:22,T02,272909,1,CCID5924,CC08,2,2,M0155,CTY06,CTY06-023,EDC3208,LEDC4758,OEDC1570,620923.29,3669900,10000,2.73,0
TX10995,FALSE,2018-10-20 18:06:45,T13,2000000,1,CCID3630,CC11,2,1,M0001,CTY06,CTY06-181,EDC4948,LEDC5443,OEDC0377,2439955.05,13500000,26500,2,0
TX10997,FALSE,2018-10-20 18:06:45,T05,709088,1,CCID5764,CC11,2,1,M0001,CTY06,CTY06-181,EDC4948,LEDC5511,OEDC0377,978400.8,2500000,70000,3.12,0
TX10998,FALSE,2018-10-20 18:18:35,T02,342000,1,CCID5146,CC11,2,2,M0220,CTY06,CTY06-023,EDC5098,LEDC4164,OEDC0917,284384.59,2000000,26500,1.94,0
TX10999,FALSE,2018-10-20 18:18:35,T02,569538,1,CCID7466,CC08,2,2,M0673,CTY06,CTY06-023,EDC4120,LEDC4250,OEDC0924,2376125.01,30000000,100000,2.45,0
